PID,Gr Liv Area,SalePrice,Sale Type,Sale Condition,Mo Sold,Yr Sold,Bedroom,Full Bath,Half Bath,MS SubClass,MS Zoning,Exter Qual,Exter Cond,Heating QC,Kitchen Qual,Kitchen AbvGr,TotRms AbvGrd,Mas Vnr Area,Mas Vnr Type,Central Air,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fireplace Qu,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Fireplaces,Fence,Foundation,Heating,Electrical,Functional,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Feature,Misc Val,Pool Area,Pool QC
902300020,1772,184900,WD ,Normal,5,2007,3,2,1,70,RM,Gd,Gd,Ex,Gd,1,7,0,NA,False,Hip,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,NA,909,863,0,0,MnPrv,BrkTil,GasA,SBrkr,Typ,0,10337,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,2Story,8,9,1910,1999,TA,TA,No,Unf,0.0,Unf,0.0,725.0,725,0,0,Detchd,1992.0,Unf,2,816,TA,TA,NA,0,0,NA
907200280,1026,150000,WD ,Normal,6,2010,3,1,1,20,RL,Gd,Gd,Ex,TA,1,5,0,NA,True,Gable,CompShg,CemntBd,CmentBd,Y,316,85,0,0,0,NA,1026,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,38,15240,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,8,1977,2004,Gd,TA,No,GLQ,198.0,Rec,688.0,140.0,1026,1,0,Attchd,1977.0,Unf,1,308,TA,TA,NA,0,0,NA
907202080,864,136500,WD ,Normal,7,2009,3,1,0,20,RL,Gd,Gd,Ex,TA,1,6,90,BrkFace,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,NA,864,0,0,0,GdWo,CBlock,GasA,SBrkr,Typ,0,7000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,8,1978,2005,TA,TA,No,ALQ,646.0,Unf,0.0,218.0,864,1,0,Attchd,1978.0,Unf,1,336,TA,TA,NA,0,0,NA
909281080,2133,257500,WD ,Normal,7,2010,4,1,1,50,RL,Gd,Gd,Ex,TA,1,8,371,BrkFace,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,0,0,86,0,0,TA,1225,908,0,2,NA,BrkTil,GasA,SBrkr,Typ,78,10452,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,1.5Fin,7,6,1941,1985,Gd,TA,No,ALQ,426.0,BLQ,252.0,850.0,1528,1,0,Attchd,1941.0,Unf,1,312,TA,TA,NA,0,0,NA
909276200,1308,160000,WD ,Normal,6,2009,2,1,1,50,RL,Gd,Gd,Ex,TA,1,7,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,70,0,0,0,TA,976,332,0,2,NA,BrkTil,GasA,SBrkr,Min2,130,9600,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,1.5Fin,5,7,1940,1950,TA,Fa,No,Rec,428.0,Unf,0.0,300.0,728,1,0,Detchd,1940.0,Unf,1,256,TA,TA,NA,0,0,NA
909280070,1671,218000,WD ,Normal,2,2006,4,2,0,50,RL,Gd,Gd,Ex,TA,1,7,270,BrkFace,True,Gable,CompShg,Stucco,Wd Sdng,Y,0,0,0,0,0,Gd,1122,549,0,1,NA,BrkTil,GasA,FuseA,Typ,81,8170,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,1.5Fin,7,7,1929,1950,TA,TA,No,ALQ,526.0,Unf,0.0,496.0,1022,0,0,Detchd,1963.0,Unf,2,451,TA,TA,NA,0,0,NA
533254110,2499,180500,WD ,Abnorml,1,2009,4,2,1,80,RL,Gd,Gd,Ex,TA,1,5,200,BrkFace,True,Gable,CompShg,Plywood,Plywood,Y,0,64,0,0,0,Gd,1487,1012,0,1,NA,CBlock,GasA,SBrkr,Typ,80,9600,Pave,NA,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Normal,1Fam,SLvl,8,5,1976,1976,TA,TA,No,Unf,0.0,Unf,0.0,392.0,392,0,0,Attchd,1976.0,Unf,2,527,TA,TA,NA,0,0,NA
533254100,1855,187000,WD ,Normal,8,2007,3,2,1,80,RL,Gd,Gd,Ex,TA,1,7,360,BrkFace,True,Hip,CompShg,Plywood,Plywood,Y,113,100,0,0,0,TA,1094,761,0,1,NA,CBlock,GasA,SBrkr,Typ,80,9600,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Normal,1Fam,SLvl,6,7,1976,1994,TA,TA,No,Unf,0.0,Unf,0.0,528.0,528,0,0,Attchd,1976.0,RFn,2,512,TA,TA,NA,0,0,NA
910202100,816,120500,WD ,Normal,6,2008,2,1,0,30,RM,Gd,Gd,Ex,TA,1,5,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,0,0,96,0,0,NA,816,0,0,0,NA,BrkTil,GasA,SBrkr,Typ,0,5890,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Normal,1Fam,1Story,6,8,1930,2007,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,816,0,0,Detchd,2002.0,Unf,1,432,TA,TA,NA,0,0,NA
902105020,2792,256000,WD ,Normal,6,2008,5,2,0,50,RM,Gd,Gd,Ex,TA,1,8,0,NA,True,Gable,CompShg,BrkFace,Wd Sdng,Y,0,547,0,0,480,TA,1584,1208,0,2,MnPrv,BrkTil,GasW,SBrkr,Mod,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,1.5Fin,6,7,1920,1950,Gd,TA,No,LwQ,493.0,Unf,0.0,1017.0,1510,0,0,Detchd,1920.0,Unf,2,520,Fa,TA,Shed,1150,0,NA
910201050,1601,129850,WD ,Normal,9,2007,3,2,0,50,RM,Gd,Gd,Ex,TA,1,6,0,NA,True,Gable,CompShg,VinylSd,VinylSd,N,0,0,0,176,0,NA,936,665,0,0,NA,BrkTil,GasA,SBrkr,Typ,50,7288,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Normal,1Fam,1.5Fin,5,7,1925,2003,TA,Po,No,Unf,0.0,Unf,0.0,936.0,936,0,0,NA,,NA,0,0,NA,NA,NA,0,0,NA
902100110,2014,169000,WD ,Normal,6,2006,5,2,0,70,RM,Gd,Gd,Ex,TA,1,8,0,NA,True,Hip,CompShg,CemntBd,CmentBd,Y,0,72,167,0,0,NA,1007,1007,0,0,NA,PConc,GasA,FuseA,Typ,62,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,2Story,5,8,1900,2005,Fa,TA,No,Unf,0.0,Unf,0.0,716.0,716,0,0,Detchd,1900.0,Unf,2,624,TA,TA,NA,0,0,NA
903201080,1548,205000,WD ,Normal,10,2009,3,2,1,50,RL,Gd,Gd,Gd,Ex,1,5,0,NA,False,Gable,CompShg,Wd Sdng,Wd Sdng,Y,74,0,0,0,144,NA,952,596,0,0,NA,BrkTil,GasW,SBrkr,Typ,55,7264,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1.5Fin,7,7,1925,2007,TA,TA,No,Unf,0.0,Unf,0.0,952.0,952,0,0,Detchd,1978.0,Unf,2,672,TA,TA,NA,0,0,NA
532478020,2014,275000,WD ,Normal,4,2009,2,2,0,20,RL,Gd,Gd,Gd,Gd,1,6,115,BrkFace,True,Gable,CompShg,VinylSd,VinylSd,Y,462,0,0,255,0,Gd,2014,0,0,2,MnPrv,CBlock,GasA,SBrkr,Maj1,0,15676,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Normal,1Fam,1Story,8,8,1980,1980,Gd,Gd,Gd,ALQ,1733.0,Rec,92.0,189.0,2014,1,0,Attchd,1980.0,RFn,3,864,TA,TA,NA,0,0,NA
535403190,951,143500,WD ,Normal,9,2009,2,1,0,20,RL,Gd,Gd,Gd,Gd,1,6,0,NA,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,0,0,42,0,0,NA,951,0,0,0,NA,CBlock,GasA,SBrkr,Typ,62,8010,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,9,1958,2007,TA,TA,Mn,GLQ,745.0,Unf,0.0,206.0,951,1,0,Detchd,1985.0,Unf,2,480,TA,TA,Shed,450,0,NA
909475020,1844,223000,WD ,Normal,12,2006,3,2,0,20,RL,Gd,Gd,Gd,Gd,1,7,312,BrkFace,True,Gable,CompShg,Plywood,Plywood,Y,0,73,216,0,0,TA,1844,0,0,1,NA,CBlock,GasA,SBrkr,Typ,0,16381,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,1Story,6,5,1969,1969,TA,TA,Av,Rec,1110.0,Unf,0.0,734.0,1844,1,0,Attchd,1969.0,RFn,2,540,TA,TA,NA,0,0,NA
527302080,2183,229000,WD ,Normal,2,2006,4,2,1,50,RL,Gd,Gd,Gd,Gd,1,9,178,BrkFace,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,1377,806,0,0,NA,PConc,GasA,SBrkr,Typ,0,13837,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Normal,1Fam,1.5Fin,7,5,1988,1988,Gd,Gd,No,GLQ,1002.0,LwQ,202.0,0.0,1204,0,0,Attchd,1988.0,Unf,3,786,TA,TA,NA,0,0,NA
535150300,3112,235000,WD ,Abnorml,3,2006,4,2,0,75,RL,Gd,Gd,Gd,Gd,1,8,0,NA,True,Gable,CompShg,Stucco,Stucco,Y,0,16,552,0,0,Ex,1360,1360,392,1,GdPrv,PConc,GasA,SBrkr,Typ,174,25419,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,1Fam,2Story,8,4,1918,1990,TA,TA,No,GLQ,1036.0,LwQ,184.0,140.0,1360,1,1,Detchd,1918.0,Unf,2,795,TA,TA,NA,0,512,Ex
906225180,1440,224500,WD ,Normal,4,2006,2,2,0,90,RL,Gd,Gd,Gd,Gd,2,8,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,288,0,0,0,0,NA,1440,0,0,0,NA,PConc,GasA,SBrkr,Typ,73,9069,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Normal,Duplex,SFoyer,6,8,1993,1993,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,0.0,1344,2,0,Attchd,1993.0,Unf,4,920,TA,TA,NA,0,0,NA
527190050,1767,239000,WD ,Normal,6,2006,2,2,0,160,RL,Gd,Gd,Gd,Gd,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,441,35,0,0,0,TA,1064,703,0,1,NA,PConc,GasA,SBrkr,Typ,44,5306,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Normal,TwnhsE,2Story,7,7,1987,1987,Gd,Gd,No,GLQ,495.0,Rec,215.0,354.0,1064,1,0,Attchd,1987.0,RFn,2,504,Gd,TA,NA,0,0,NA
902330040,1742,168000,WD ,Normal,11,2009,4,1,1,70,RM,Gd,Gd,Gd,Gd,1,8,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,P,0,169,0,0,0,Gd,916,826,0,1,NA,BrkTil,GasA,SBrkr,Typ,121,17671,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Normal,1Fam,2Story,8,9,1882,1986,TA,TA,No,BLQ,216.0,Unf,0.0,700.0,916,0,0,Attchd,1925.0,Unf,2,424,TA,TA,NA,0,0,NA
905109170,1483,270000,WD ,Normal,4,2010,1,1,1,20,RL,Gd,Gd,Gd,TA,1,4,0,NA,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,496,0,0,0,0,TA,1483,0,0,2,NA,CBlock,GasA,SBrkr,Typ,0,20062,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Normal,1Fam,1Story,7,7,1977,2001,Gd,TA,Gd,ALQ,1092.0,Unf,0.0,328.0,1420,1,0,Attchd,1977.0,RFn,2,690,TA,TA,NA,0,0,NA
535353160,1544,138000,WD ,Normal,4,2007,3,2,0,50,RL,Gd,Gd,Gd,TA,1,7,0,NA,True,Gable,CompShg,VinylSd,VinylSd,N,231,0,0,0,0,NA,1000,544,0,0,NA,CBlock,GasA,SBrkr,Typ,60,14190,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Normal,1Fam,1.5Fin,4,7,1890,2006,Fa,TA,No,Unf,0.0,Unf,0.0,925.0,925,0,0,NA,,NA,0,0,NA,NA,NA,0,0,NA
535377150,1039,114000,WD ,Normal,5,2009,2,1,0,70,RL,Gd,Gd,Gd,TA,1,6,0,NA,True,Gable,CompShg,MetalSd,MetalSd,N,0,0,168,0,111,NA,717,322,0,0,NA,BrkTil,GasA,SBrkr,Typ,80,8146,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,2Story,4,8,1900,2003,Fa,TA,No,Unf,0.0,Unf,0.0,405.0,405,0,0,Detchd,1940.0,Unf,1,281,TA,TA,NA,0,0,NA
902125080,1605,107400,WD ,Normal,5,2010,3,2,0,50,RM,Gd,Gd,Gd,TA,2,8,0,NA,False,Gambrel,CompShg,VinylSd,VinylSd,Y,0,0,202,0,0,NA,840,765,0,0,NA,CBlock,GasA,SBrkr,Typ,60,5790,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,2Story,3,6,1915,1950,Fa,TA,No,Unf,0.0,Unf,0.0,840.0,840,0,0,Detchd,1915.0,Unf,1,379,TA,TA,NA,0,0,NA
909428280,1902,335000,WD ,Normal,5,2010,3,2,0,20,RL,Gd,Gd,TA,Ex,1,7,0,NA,True,Gable,CompShg,BrkFace,HdBoard,Y,0,207,162,0,0,TA,1902,0,0,2,NA,PConc,GasA,SBrkr,Typ,100,17500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Normal,1Fam,1Story,7,8,1959,2002,Gd,TA,Av,GLQ,1406.0,Unf,0.0,496.0,1902,1,0,Attchd,1959.0,Fin,2,567,TA,TA,NA,0,0,NA
909475040,2365,315000,WD ,Normal,7,2009,3,2,0,20,RL,Gd,Gd,TA,Ex,1,7,0,NA,True,Hip,CompShg,BrkFace,BrkFace,Y,200,144,0,0,0,Gd,2365,0,0,2,GdPrv,CBlock,GasA,SBrkr,Min1,0,17597,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,1Story,7,9,1971,2009,Gd,TA,No,GLQ,803.0,ALQ,419.0,581.0,1803,1,0,Attchd,1971.0,Fin,2,551,TA,TA,NA,0,0,NA
527302185,2064,235000,WD ,Normal,8,2008,3,2,0,20,RL,Gd,Gd,TA,Gd,1,7,383,BrkFace,True,Hip,CompShg,Plywood,Plywood,Y,200,0,0,0,0,Fa,2064,0,0,2,NA,CBlock,GasA,SBrkr,Typ,56,18559,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Normal,1Fam,1Story,7,5,1978,1978,Gd,TA,No,GLQ,1206.0,Rec,186.0,656.0,2048,1,0,Attchd,1978.0,Fin,2,550,TA,TA,NA,0,0,NA
535105060,1537,174000,COD,Abnorml,7,2008,3,1,1,20,RL,Gd,Gd,TA,Gd,1,7,237,BrkFace,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,0,36,0,0,0,Gd,1537,0,0,1,GdPrv,CBlock,GasA,SBrkr,Typ,80,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,9,1962,2005,TA,TA,No,Unf,0.0,Unf,0.0,1319.0,1319,1,0,Attchd,1962.0,RFn,2,462,TA,TA,NA,0,0,NA
533252130,1437,218000,WD ,Normal,7,2007,3,2,0,20,RL,Gd,Gd,TA,Gd,1,6,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,0,21,0,0,180,Fa,1437,0,0,1,NA,CBlock,GasA,SBrkr,Typ,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Normal,1Fam,1Story,5,8,1976,2004,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,280.0,1437,1,0,Attchd,1976.0,RFn,2,528,TA,TA,NA,0,0,NA
533350090,2944,150000,WD ,Family,6,2008,3,2,2,60,RL,Gd,Gd,TA,Gd,1,9,1050,BrkFace,True,Mansard,CompShg,Wd Sdng,Wd Sdng,Y,140,70,16,0,0,Gd,1599,1345,0,1,NA,CBlock,GasA,SBrkr,Typ,0,24572,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Normal,1Fam,2Story,9,3,1977,1977,Gd,TA,No,GLQ,410.0,Unf,0.0,584.0,994,0,0,Attchd,1977.0,RFn,3,864,TA,TA,NA,0,0,NA
905426150,2201,274970,WD ,Alloca,8,2006,4,2,0,80,RL,Gd,Gd,TA,Gd,1,8,0,NA,True,Flat,Tar&Grv,Plywood,Plywood,Y,586,236,0,0,0,Gd,1575,626,0,1,GdPrv,CBlock,GasA,SBrkr,Typ,0,19690,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Normal,1Fam,SLvl,6,7,1966,1966,Gd,TA,Av,Unf,0.0,Unf,0.0,697.0,697,0,0,Attchd,1966.0,Unf,2,432,Gd,Gd,NA,0,738,Gd
902305110,1566,150000,WD ,Abnorml,4,2010,3,2,0,70,RM,Gd,Gd,TA,Gd,1,7,0,NA,False,Gable,CompShg,Wd Sdng,Wd Sdng,Y,54,228,246,0,0,NA,930,636,0,0,NA,BrkTil,GasW,SBrkr,Typ,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,2Story,8,9,1900,2003,TA,TA,No,Unf,0.0,Unf,0.0,930.0,930,0,0,Detchd,1930.0,Unf,1,288,TA,TA,NA,0,0,NA
902301060,1510,87500,WD ,Normal,6,2009,3,2,0,70,RM,Gd,Gd,TA,Gd,1,7,0,NA,True,Gable,CompShg,VinylSd,VinylSd,N,0,0,160,0,0,NA,833,677,0,0,NA,BrkTil,GasA,SBrkr,Typ,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,2Story,4,4,1910,1950,Fa,TA,No,Unf,0.0,Unf,0.0,677.0,677,0,0,Detchd,1974.0,Unf,2,720,TA,TA,NA,0,0,NA
903201030,1143,138000,WD ,Normal,7,2008,2,1,0,30,RL,Gd,Gd,TA,TA,1,5,0,NA,True,Gable,CompShg,WdShing,Wd Shng,Y,265,0,0,0,0,Po,1143,0,0,1,GdPrv,BrkTil,GasA,SBrkr,Typ,55,7111,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,5,7,1928,1983,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008,0,0,Detchd,1992.0,Unf,1,288,TA,TA,NA,0,0,NA
905102010,1020,165000,WD ,Normal,5,2007,3,2,0,80,RL,Gd,Gd,TA,TA,1,5,50,BrkFace,True,Hip,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,Po,1020,0,0,1,NA,CBlock,GasA,SBrkr,Typ,65,14149,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,SLvl,5,8,1964,2001,TA,TA,Gd,LwQ,68.0,BLQ,722.0,190.0,980,0,1,Detchd,1970.0,Unf,2,528,TA,TA,NA,0,0,NA
903452025,768,93850,WD ,Normal,7,2008,1,1,0,30,RM,Gd,Gd,TA,TA,1,4,0,NA,True,Gable,CompShg,Stucco,Wd Shng,N,0,0,84,0,0,NA,768,0,0,0,NA,BrkTil,GasA,SBrkr,Typ,0,6291,Grvl,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Normal,1Fam,1Story,6,6,1930,1950,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768,0,0,Detchd,1930.0,Unf,2,440,TA,TA,NA,0,0,NA
902100010,960,103000,WD ,Normal,4,2007,2,1,0,30,RM,Gd,Gd,TA,TA,1,5,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,116,0,0,NA,960,0,0,0,NA,BrkTil,GasA,SBrkr,Typ,60,6978,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Normal,1Fam,1Story,5,7,1926,1980,TA,TA,No,Unf,0.0,Unf,0.0,850.0,850,0,0,Detchd,1981.0,RFn,2,576,TA,TA,NA,0,0,NA
905426100,2008,225000,WD ,Normal,8,2006,3,3,0,20,RL,TA,Gd,Ex,Ex,1,8,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,103,0,0,0,0,NA,1112,896,0,0,NA,CBlock,GasA,SBrkr,Typ,78,7800,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Normal,1Fam,2Story,5,8,1948,2002,TA,Gd,No,GLQ,603.0,Unf,0.0,293.0,896,1,0,Attchd,1948.0,Unf,1,230,TA,TA,NA,0,0,NA
904100190,704,88750,WD ,Normal,9,2009,2,1,0,20,RL,TA,Gd,Ex,Fa,1,4,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,24,0,0,NA,704,0,0,0,NA,CBlock,GasA,FuseA,Typ,50,4280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,1Story,4,9,1946,2001,Fa,TA,No,Unf,0.0,Unf,0.0,560.0,560,0,1,CarPort,1946.0,Unf,1,220,TA,TA,NA,0,0,NA
903425420,838,130000,WD ,Normal,5,2008,2,1,0,30,RL,TA,Gd,Ex,Fa,1,5,0,NA,True,Gable,CompShg,Stucco,Wd Shng,N,0,0,112,0,0,NA,838,0,0,0,MnWw,BrkTil,GasA,SBrkr,Typ,55,10267,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Normal,1Fam,1Story,6,7,1918,2000,TA,Gd,Mn,Rec,210.0,ALQ,606.0,0.0,816,1,0,Detchd,1961.0,Fin,1,275,TA,TA,NA,0,0,NA
909256120,954,119750,WD ,Normal,6,2007,2,1,0,30,RL,TA,Gd,Ex,Fa,1,5,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,0,0,0,Gd,954,0,0,1,MnPrv,PConc,GasA,SBrkr,Typ,50,6305,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,1Story,5,7,1938,1950,Fa,Fa,No,Unf,0.0,Unf,0.0,920.0,920,0,0,Basment,1938.0,Unf,1,240,Fa,TA,NA,0,0,NA
535377100,720,86900,WD ,Normal,3,2006,1,1,0,50,RL,TA,Gd,Ex,Fa,1,5,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,70,0,0,NA,448,272,0,0,NA,BrkTil,GasA,SBrkr,Typ,60,7008,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,1.5Fin,4,8,1900,1998,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448,0,0,Attchd,1900.0,Unf,1,280,Fa,TA,NA,0,0,NA
535401080,1287,162000,WD ,Normal,3,2010,3,1,0,20,RL,TA,Gd,Ex,Gd,1,7,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,364,17,0,0,182,Gd,1287,0,0,1,NA,CBlock,GasA,SBrkr,Typ,0,9830,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,1Story,5,7,1959,2006,TA,TA,No,ALQ,72.0,Rec,258.0,733.0,1063,1,0,Detchd,1997.0,Fin,2,576,TA,TA,NA,0,0,NA
905105070,1060,154000,WD ,Normal,5,2010,3,1,0,20,RL,TA,Gd,Ex,Gd,1,6,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,406,90,0,0,0,TA,1060,0,0,1,MnPrv,CBlock,GasA,SBrkr,Typ,0,8246,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,8,1968,2001,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060,1,0,Attchd,1968.0,Unf,1,270,TA,TA,NA,0,0,NA
909427200,1152,158500,WD ,Family,8,2009,3,1,0,20,RL,TA,Gd,Ex,Gd,1,6,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,36,0,0,0,Gd,1152,0,0,1,GdPrv,CBlock,GasA,SBrkr,Typ,80,14000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,1Story,6,8,1950,2004,TA,TA,No,Unf,0.0,Unf,0.0,1092.0,1092,0,1,Attchd,1950.0,Unf,1,300,TA,TA,NA,0,0,NA
532354150,864,135000,WD ,Normal,7,2008,3,1,0,20,RL,TA,Gd,Ex,Gd,1,5,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,132,0,0,0,0,TA,864,0,0,1,NA,CBlock,GasA,SBrkr,Typ,75,8100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Normal,1Fam,1Story,5,8,1961,2007,TA,TA,No,ALQ,764.0,Unf,0.0,100.0,864,1,0,Detchd,1962.0,Unf,1,420,TA,TA,NA,0,0,NA
905201020,960,144900,WD ,Normal,5,2008,3,1,0,20,RL,TA,Gd,Ex,Gd,1,6,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,168,0,0,0,0,NA,960,0,0,0,NA,CBlock,GasA,SBrkr,Typ,94,9239,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Normal,1Fam,1Story,5,8,1963,2003,TA,TA,No,GLQ,634.0,Unf,0.0,326.0,960,1,0,Attchd,1963.0,Fin,1,300,TA,TA,NA,0,0,NA
923227030,1160,152500,WD ,Normal,2,2008,3,1,0,20,RL,TA,Gd,Ex,Gd,1,6,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,81,0,0,0,0,NA,1160,0,0,0,GdWo,CBlock,GasA,SBrkr,Typ,0,17979,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Normal,1Fam,1Story,5,6,1968,1968,TA,TA,No,ALQ,785.0,Unf,0.0,328.0,1113,1,0,Attchd,1968.0,Unf,1,257,TA,TA,Shed,500,0,NA
