PID;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Foundation;Bsmt Qual;Bsmt Cond;Bsmt Exposure;BsmtFin Type 1;BsmtFin Type 2;Heating;Electrical;Functional;Fireplaces;Garage Type;Garage Finish;Garage Qual;Garage Cond;Pool QC;Fence;Misc Feature;SalePrice
528142110;90.0;12378;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;9;5;2003;2004.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;3;Attchd;Fin;TA;TA;NA;NA;NA;360000
528164040;72.0;11846;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;9;5;2003;2004.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;374000
528186100;61.0;7740;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;9;5;2006;0.0;PConc;Ex;Gd;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;332200
528429120;49.0;20896;Pave;NA;Moderately Irregular;Lvl;AllPub;CulDSac;Gtl;Somerset;RRAn;Normal;1Fam;1Story;8;5;2005;2006.0;PConc;Ex;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;423000
906392120;78.0;11645;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2005;2006.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;294900
916386090;92.0;12003;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;2Story;8;5;2009;2010.0;PConc;Ex;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;269500
528108040;95.0;12350;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2009;0.0;PConc;Ex;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;398800
528118060;59.0;23303;Pave;NA;Irregular;Lvl;AllPub;CulDSac;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2007;0.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;409900
528142040;74.0;8834;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2004;2005.0;PConc;Ex;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;350000
528321010;174.0;15138;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;8;5;1995;1996.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;403000
907252220;0.0;11885;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;8;5;2001;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;RFn;TA;TA;NA;NA;NA;261500
907253130;0.0;11050;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;PosN;Normal;1Fam;2Story;9;5;2000;0.0;PConc;Ex;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;2;Attchd;Fin;TA;TA;NA;NA;NA;313000
527208010;101.0;13543;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;8;5;2005;0.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;355000
527212050;77.0;11198;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;9;5;2005;2007.0;PConc;Gd;Gd;No;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;325000
528118030;108.0;13418;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2006;0.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;390000
528120130;102.0;12151;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2005;0.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;379000
528142140;85.0;10574;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2004;0.0;PConc;Ex;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;316000
528166120;110.0;13688;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2003;2004.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;2;BuiltIn;Fin;TA;TA;NA;NA;NA;412500
528326110;0.0;11000;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Northridge;Norm;Normal;1Fam;2Story;9;5;2000;0.0;PConc;Ex;TA;Mn;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;RFn;TA;TA;NA;NA;NA;291000
527212060;98.0;12328;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;8;5;2005;0.0;PConc;Ex;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;349265
528106060;110.0;13440;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2006;2007.0;PConc;Ex;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;338931
528118040;118.0;13654;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2005;2006.0;PConc;Ex;TA;Gd;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;418000
528144050;86.0;10562;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2007;0.0;PConc;Ex;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;325624
528150110;99.0;13069;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2004;0.0;PConc;Gd;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;RFn;TA;TA;NA;NA;NA;342000
528168040;93.0;11999;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2003;2004.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;285000
528172030;0.0;12568;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2007;0.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;281500
528320050;160.0;15623;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northridge;Norm;Normal;1Fam;2Story;10;5;1996;0.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;2;Attchd;Fin;TA;TA;Ex;MnPrv;NA;745000
906340080;77.0;9965;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2007;0.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;383970
906380070;69.0;9588;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;8;5;2007;0.0;PConc;Ex;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;276000
527212030;85.0;16056;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;9;5;2005;2006.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;556581
527216010;92.0;15922;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;9;5;2005;2006.0;PConc;Ex;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;401179
528118110;120.0;13975;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2005;2006.0;PConc;Gd;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;300000
528142010;103.0;12867;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2005;2006.0;PConc;Ex;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;344133
528142070;82.0;11643;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2005;2006.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;329900
528144030;86.0;11065;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2006;0.0;PConc;Gd;TA;Mn;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;281000
528172020;74.0;10927;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2005;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;275000
528327010;0.0;9233;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;9;5;2000;0.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;405000
906204180;88.0;12128;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;4;1989;0.0;CBlock;Gd;TA;No;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;MnPrv;NA;209000
527131030;40.0;5664;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;2000;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;278000
527127140;41.0;4923;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;2001;2002.0;PConc;Ex;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;286000
533250050;38.0;14963;Pave;NA;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Veenker;Norm;Normal;TwnhsE;1Story;8;5;1996;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;2;Attchd;Fin;TA;TA;NA;NA;NA;245500
527126030;41.0;5330;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;2000;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;251000
527252050;61.0;8035;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;9;5;2006;0.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;319900
528228575;53.0;3982;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;8;5;2006;0.0;PConc;Gd;Gd;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;264561
903429080;50.0;2500;Pave;Pave;Regular;Lvl;AllPub;Corner;Gtl;Old Town;Norm;Normal;1Fam;2Story;7;8;1915;2005.0;PConc;TA;TA;No;ALQ;Unf;GasA;SBrkr;Min2;1;Attchd;Unf;Fa;Fa;NA;NA;NA;155000
911370520;44.0;3811;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;7;5;2004;2005.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;250000
911370430;41.0;5748;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2005;2006.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;375000
911128020;60.0;6060;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;5;9;1930;2007.0;BrkTil;TA;TA;No;ALQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;Po;NA;NA;NA;124900
528456160;92.0;9215;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2009;2010.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;204500
528458110;75.0;9000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2008;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;262500
528480090;84.0;10440;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;1Story;6;5;2005;0.0;PConc;Ex;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;271500
533238045;57.0;12853;Pave;Pave;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2010;0.0;PConc;Ex;Po;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;267916
534102025;80.0;8000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2002;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;230000
528456240;75.0;7862;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;6;5;2009;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;208300
528458020;90.0;7993;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2008;2009.0;PConc;Ex;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;225000
528458040;72.0;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2009;0.0;PConc;Gd;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;229456
528458060;72.0;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2008;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;229800
528458140;112.0;12606;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;9;5;2007;2008.0;PConc;Gd;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;250000
528458180;75.0;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2006;2007.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;238500
528480170;65.0;8125;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2008;2009.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;264500
528488100;62.0;7500;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2004;2005.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;185000
528490040;68.0;8736;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2003;2004.0;PConc;Gd;TA;No;GLQ;ALQ;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;234500
528458030;72.0;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2007;2008.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;212700
528458050;72.0;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2007;2008.0;PConc;Ex;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;250580
528462040;95.0;11639;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2007;2008.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;182000
528482020;85.0;10625;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2007;0.0;PConc;Gd;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;256000
528488140;62.0;7500;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2007;2008.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;230348
528456190;72.0;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2007;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;208900
528456230;75.0;9000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2006;2007.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;210400
528477020;84.0;11096;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2006;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;249700
528482010;100.0;11824;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2006;0.0;PConc;Gd;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;253000
533242080;73.0;7321;Pave;Pave;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;1999;2000.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;204000
528456200;72.0;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2006;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;198600
528477030;81.0;11216;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2006;0.0;PConc;Gd;Gd;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;232600
528488120;62.0;7500;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2005;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;176000
528488130;60.0;7200;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2006;0.0;PConc;Gd;Gd;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;187750
533242030;60.0;7180;Pave;Pave;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2001;2002.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;221000
527368020;0.0;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2000;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;216000
528477080;100.0;12552;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2004;2005.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;GdWo;NA;254900
533244030;68.0;7379;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2000;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;254000
527366030;0.0;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;RRNn;Normal;1Fam;2Story;8;5;2000;2001.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;220000
527368010;0.0;8470;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2002;0.0;PConc;Gd;TA;No;GLQ;ALQ;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;235000
528456220;75.0;9000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2008;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;210000
528477070;84.0;10603;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2006;0.0;PConc;Ex;Gd;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;270000
528480040;85.0;10574;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2005;2006.0;PConc;Gd;TA;Mn;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;252000
528480130;65.0;8125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2006;2007.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;241000
528482130;75.0;9375;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2003;2004.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;263000
528490070;65.0;8127;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2003;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;209000
528478030;75.0;9375;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2003;2004.0;PConc;Ex;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;250000
528478040;85.0;10625;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2005;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;250000
528480160;65.0;8125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;6;2007;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;205950
528490080;64.0;8791;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;6;5;2003;0.0;PConc;Gd;TA;No;Rec;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;207500
528458080;72.0;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2007;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;255000
528458090;81.0;10411;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;2Story;5;5;2007;0.0;CBlock;Gd;TA;NA;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;212109
528458120;75.0;9000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2006;0.0;PConc;Gd;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;270000
528480020;84.0;10207;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;6;2007;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;227875
